Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.2690        -331.8345    -335.2007       3.3662   356.7
0.2695        -331.8359    -335.2321       3.3961   359.9
0.2700        -331.8378    -335.2669       3.4291   363.4
0.2705        -331.8391    -335.2956       3.4565   366.3
0.2710        -331.8400    -335.3171       3.4771   368.5
0.2715        -331.8412    -335.3420       3.5009   371.0
0.2720        -331.8433    -335.3830       3.5397   375.1
0.2725        -331.8476    -335.4394       3.5918   380.6
0.2730        -331.8532    -335.4860       3.6327   385.0
0.2735        -331.8585    -335.4869       3.6284   384.5
0.2740        -331.8622    -335.4208       3.5586   377.1
0.2745        -331.8633    -335.2991       3.4358   364.1
0.2750        -331.8640    -335.1710       3.3071   350.5
0.2755        -331.8667    -335.0922       3.2254   341.8
0.2760        -331.8714    -335.0897       3.2183   341.1
0.2765        -331.8778    -335.1573       3.2794   347.5
0.2770        -331.8846    -335.2625       3.3779   358.0
0.2775        -331.8914    -335.3673       3.4759   368.4
0.2780        -331.8968    -335.4438       3.5470   375.9
0.2785        -331.9022    -335.4848       3.5826   379.7
0.2790        -331.9077    -335.4955       3.5878   380.2
0.2795        -331.9140    -335.4858       3.5718   378.5
0.2800        -331.9201    -335.4642       3.5441   375.6
0.2805        -331.9261    -335.4446       3.5185   372.9
0.2810        -331.9325    -335.4445       3.5120   372.2
0.2815        -331.9414    -335.4751       3.5338   374.5
0.2820        -331.9514    -335.5261       3.5746   378.8
0.2825        -331.9618    -335.5735       3.6118   382.8
0.2830        -331.9722    -335.5952       3.6230   384.0
0.2835        -331.9814    -335.5828       3.6014   381.7
0.2840        -331.9908    -335.5472       3.5564   376.9
0.2845        -332.0006    -335.5046       3.5040   371.3
0.2850        -332.0111    -335.4687       3.4576   366.4
0.2855        -332.0225    -335.4438       3.4212   362.6
0.2860        -332.0345    -335.4231       3.3887   359.1
0.2865        -332.0464    -335.3950       3.3485   354.9
0.2870        -332.0573    -335.3492       3.2918   348.9
0.2875        -332.0673    -335.2865       3.2192   341.2
0.2880        -332.0765    -335.2211       3.1446   333.3
0.2885        -332.0854    -335.1742       3.0888   327.3
0.2890        -332.0950    -335.1652       3.0702   325.4
0.2895        -332.1054    -335.1983       3.0930   327.8
0.2900        -332.1160    -335.2617       3.1457   333.4
0.2905        -332.1268    -335.3363       3.2095   340.1
0.2910        -332.1377    -335.4027       3.2650   346.0
0.2915        -332.1484    -335.4436       3.2952   349.2
0.2920        -332.1585    -335.4477       3.2892   348.6
0.2925        -332.1682    -335.4135       3.2453   343.9
0.2930        -332.1772    -335.3501       3.1728   336.2
0.2935        -332.1845    -335.2775       3.0930   327.8
0.2940        -332.1924    -335.2257       3.0333   321.5
0.2945        -332.2005    -335.2164       3.0159   319.6
0.2950        -332.2092    -335.2602       3.0510   323.3
0.2955        -332.2189    -335.3502       3.1313   331.8
0.2960        -332.2293    -335.4625       3.2333   342.7
0.2965        -332.2396    -335.5652       3.3256   352.4
0.2970        -332.2498    -335.6282       3.3784   358.0
0.2975        -332.2595    -335.6313       3.3718   357.3
0.2980        -332.2674    -335.5711       3.3037   350.1
0.2985        -332.2738    -335.4708       3.1970   338.8
0.2990        -332.2794    -335.3742       3.0948   328.0
0.2995        -332.2854    -335.3286       3.0433   322.5
0.3000        -332.2938    -335.3657       3.0719   325.6
0.3005        -332.3046    -335.4777       3.1731   336.3
0.3010        -332.3168    -335.6187       3.3019   349.9
0.3015        -332.3277    -335.7297       3.4020   360.5
0.3020        -332.3365    -335.7731       3.4365   364.2
0.3025        -332.3435    -335.7490       3.4055   360.9
0.3030        -332.3507    -335.6892       3.3385   353.8
0.3035        -332.3592    -335.6252       3.2660   346.1
0.3040        -332.3678    -335.5709       3.2031   339.5
0.3045        -332.3762    -335.5302       3.1540   334.3
0.3050        -332.3840    -335.5066       3.1227   330.9
0.3055        -332.3915    -335.5084       3.1169   330.3
0.3060        -332.3998    -335.5430       3.1433   333.1
0.3065        -332.4092    -335.6043       3.1951   338.6
0.3070        -332.4197    -335.6675       3.2478   344.2
0.3075        -332.4293    -335.6976       3.2682   346.4
0.3080        -332.4376    -335.6714       3.2338   342.7
0.3085        -332.4437    -335.5922       3.1486   333.7
0.3090        -332.4485    -335.4908       3.0423   322.4
0.3095        -332.4542    -335.4078       2.9536   313.0
0.3100        -332.4608    -335.3674       2.9066   308.0
0.3105        -332.4682    -335.3695       2.9014   307.5
0.3110        -332.4753    -335.3972       2.9219   309.7
0.3115        -332.4814    -335.4322       2.9508   312.7
0.3120        -332.4872    -335.4645       2.9773   315.5
0.3125        -332.4926    -335.4881       2.9955   317.5
0.3130        -332.4973    -335.4984       3.0011   318.1
0.3135        -332.5013    -335.4943       2.9930   317.2
0.3140        -332.5048    -335.4798       2.9750   315.3
0.3145        -332.5083    -335.4626       2.9543   313.1
0.3150        -332.5110    -335.4506       2.9396   311.5
0.3155        -332.5133    -335.4533       2.9400   311.6
0.3160        -332.5159    -335.4764       2.9605   313.7
0.3165        -332.5186    -335.5178       2.9991   317.8
0.3170        -332.5216    -335.5682       3.0467   322.9
0.3175        -332.5238    -335.6152       3.0913   327.6
0.3180        -332.5260    -335.6507       3.1247   331.2
0.3185        -332.5277    -335.6699       3.1422   333.0
0.3190        -332.5290    -335.6723       3.1434   333.1
0.3195        -332.5299    -335.6606       3.1307   331.8
0.3200        -332.5313    -335.6375       3.1062   329.2
0.3205        -332.5317    -335.6037       3.0720   325.6
0.3210        -332.5317    -335.5659       3.0342   321.6
0.3215        -332.5317    -335.5330       3.0012   318.1
0.3220        -332.5328    -335.5068       2.9740   315.2
0.3225        -332.5334    -335.4747       2.9413   311.7
0.3230        -332.5333    -335.4214       2.8881   306.1
0.3235        -332.5314    -335.3420       2.8106   297.9
0.3240        -332.5279    -335.2525       2.7246   288.7
0.3245        -332.5243    -335.1825       2.6582   281.7
0.3250        -332.5212    -335.1578       2.6367   279.4
0.3255        -332.5188    -335.1872       2.6684   282.8
0.3260        -332.5166    -335.2570       2.7405   290.4
0.3265        -332.5143    -335.3390       2.8247   299.4
0.3270        -332.5104    -335.4013       2.8909   306.4
0.3275        -332.5047    -335.4270       2.9223   309.7
0.3280        -332.4977    -335.4192       2.9215   309.6
0.3285        -332.4908    -335.3930       2.9022   307.6
0.3290        -332.4845    -335.3600       2.8755   304.7
0.3295        -332.4778    -335.3207       2.8428   301.3
0.3300        -332.4703    -335.2726       2.8023   297.0
0.3305        -332.4612    -335.2226       2.7614   292.6
0.3310        -332.4519    -335.1925       2.7406   290.4
0.3315        -332.4439    -335.1991       2.7552   292.0
0.3320        -332.4367    -335.2335       2.7968   296.4
0.3325        -332.4290    -335.2669       2.8379   300.8
0.3330        -332.4194    -335.2685       2.8491   301.9
0.3335        -332.4077    -335.2260       2.8183   298.7
0.3340        -332.3948    -335.1537       2.7590   292.4
0.3345        -332.3813    -335.0823       2.7010   286.2
0.3350        -332.3679    -335.0446       2.6767   283.7
0.3355        -332.3554    -335.0623       2.7070   286.9
0.3360        -332.3438    -335.1355       2.7917   295.9
0.3365        -332.3318    -335.2393       2.9075   308.1
0.3370        -332.3190    -335.3369       3.0179   319.8
0.3375        -332.3034    -335.3943       3.0909   327.6
0.3380        -332.2859    -335.4022       3.1162   330.2
0.3385        -332.2675    -335.3747       3.1072   329.3
0.3390        -332.2497    -335.3369       3.0872   327.2
0.3395        -332.2326    -335.3071       3.0745   325.8
0.3400        -332.2162    -335.2874       3.0712   325.5
0.3405        -332.1998    -335.2686       3.0689   325.2
0.3410        -332.1828    -335.2387       3.0559   323.9
0.3415        -332.1651    -335.1913       3.0262   320.7
0.3420        -332.1475    -335.1288       2.9814   316.0
0.3425        -332.1294    -335.0568       2.9274   310.2
0.3430        -332.1106    -334.9871       2.8765   304.8
0.3435        -332.0923    -334.9364       2.8442   301.4
0.3440        -332.0744    -334.9149       2.8404   301.0
0.3445        -332.0569    -334.9206       2.8637   303.5
0.3450        -332.0387    -334.9422       2.9034   307.7
0.3455        -332.0197    -334.9631       2.9434   311.9
0.3460        -331.9994    -334.9704       2.9711   314.9
0.3465        -331.9773    -334.9655       2.9882   316.7
0.3470        -331.9547    -334.9673       3.0127   319.3
0.3475        -331.9326    -334.9948       3.0622   324.5
0.3480        -331.9108    -335.0495       3.1386   332.6
0.3485        -331.8881    -335.1179       3.2298   342.3
0.3490        -331.8639    -335.1864       3.3225   352.1
0.3495        -331.8390    -335.2518       3.4128   361.7
0.3500        -331.8138    -335.3142       3.5004   371.0
0.3505        -331.7893    -335.3680       3.5788   379.3
0.3510        -331.7647    -335.3976       3.6329   385.0
0.3515        -331.7395    -335.3884       3.6488   386.7
0.3520        -331.7144    -335.3382       3.6238   384.0
0.3525        -331.6897    -335.2573       3.5676   378.1
0.3530        -331.6656    -335.1610       3.4954   370.4
0.3535        -331.6419    -335.0664       3.4244   362.9
0.3540        -331.6195    -334.9936       3.3741   357.6
0.3545        -331.5974    -334.9589       3.3616   356.3
0.3550        -331.5764    -334.9738       3.3974   360.0
0.3555        -331.5565    -335.0325       3.4759   368.4
0.3560        -331.5374    -335.1098       3.5725   378.6
0.3565        -331.5181    -335.1687       3.6506   386.9
0.3570        -331.4963    -335.1770       3.6807   390.1
0.3575        -331.4736    -335.1360       3.6623   388.1
0.3580        -331.4503    -335.0764       3.6261   384.3
0.3585        -331.4286    -335.0449       3.6163   383.2
0.3590        -331.4094    -335.0734       3.6640   388.3
0.3595        -331.3932    -335.1593       3.7661   399.1
0.3600        -331.3778    -335.2614       3.8836   411.6
0.3605        -331.3620    -335.3228       3.9608   419.8
0.3610        -331.3446    -335.2998       3.9552   419.2
0.3615        -331.3259    -335.1890       3.8631   409.4
0.3620        -331.3075    -335.0270       3.7194   394.2
0.3625        -331.2915    -334.8661       3.5747   378.8
0.3630        -331.2788    -334.7416       3.4628   367.0
0.3635        -331.2674    -334.6559       3.3885   359.1
0.3640        -331.2571    -334.5944       3.3373   353.7
0.3645        -331.2459    -334.5392       3.2934   349.0
0.3650        -331.2344    -334.4850       3.2506   344.5
0.3655        -331.2228    -334.4344       3.2115   340.4
0.3660        -331.2115    -334.3932       3.1817   337.2
0.3665        -331.2011    -334.3632       3.1621   335.1
0.3670        -331.1906    -334.3356       3.1450   333.3
0.3675        -331.1789    -334.3027       3.1237   331.0
0.3680        -331.1658    -334.2719       3.1061   329.2
0.3685        -331.1519    -334.2718       3.1198   330.6
0.3690        -331.1398    -334.3342       3.1944   338.5
0.3695        -331.1303    -334.4602       3.3300   352.9
0.3700        -331.1217    -334.6073       3.4856   369.4
0.3705        -331.1122    -334.7100       3.5978   381.3
0.3710        -331.0997    -334.7174       3.6177   383.4
0.3715        -331.0846    -334.6254       3.5407   375.2
0.3720        -331.0685    -334.4807       3.4121   361.6
0.3725        -331.0540    -334.3558       3.3017   349.9
0.3730        -331.0432    -334.3061       3.2629   345.8
0.3735        -331.0348    -334.3408       3.3060   350.4
0.3740        -331.0276    -334.4286       3.4010   360.4
0.3745        -331.0197    -334.5179       3.4982   370.7
0.3750        -331.0106    -334.5642       3.5537   376.6
0.3755        -330.9993    -334.5470       3.5477   376.0
0.3760        -330.9875    -334.4793       3.4918   370.1
0.3765        -330.9759    -334.3946       3.4187   362.3
0.3770        -330.9654    -334.3293       3.3639   356.5
0.3775        -330.9564    -334.3100       3.3536   355.4
0.3780        -330.9489    -334.3416       3.3927   359.6
0.3785        -330.9418    -334.4079       3.4661   367.3
0.3790        -330.9344    -334.4864       3.5520   376.4
0.3795        -330.9255    -334.5620       3.6365   385.4
0.3800        -330.9175    -334.6345       3.7170   393.9
0.3805        -330.9106    -334.7019       3.7913   401.8
0.3810        -330.9048    -334.7531       3.8483   407.8
0.3815        -330.8995    -334.7716       3.8721   410.4
0.3820        -330.8937    -334.7491       3.8554   408.6
0.3825        -330.8878    -334.6962       3.8083   403.6
0.3830        -330.8829    -334.6375       3.7546   397.9
0.3835        -330.8800    -334.5938       3.7139   393.6
0.3840        -330.8780    -334.5714       3.6935   391.4
0.3845        -330.8772    -334.5659       3.6886   390.9
0.3850        -330.8769    -334.5648       3.6880   390.8
0.3855        -330.8769    -334.5580       3.6811   390.1
0.3860        -330.8766    -334.5417       3.6651   388.4
0.3865        -330.8769    -334.5231       3.6463   386.4
0.3870        -330.8780    -334.5103       3.6323   384.9
0.3875        -330.8804    -334.5071       3.6268   384.4
